tray,part,type,is good?,description
1,1,straight,True,Good Part
1,4,straight,True,Good Part
1,7,straight,True,Good Part
1,10,straight,True,Good Part
1,2,straight,True,Good Part
1,5,straight,True,Good Part
1,8,straight,True,Good Part
1,11,straight,True,Good Part
1,3,straight,True,Good Part
1,6,straight,True,Good Part
1,9,straight,True,Good Part
1,12,straight,True,Good Part
