tray,part,type,is good?,description
3,1,curved,True,Good Part
3,4,curved,True,Good Part
3,7,curved,True,Good Part
3,10,curved,True,Good Part
3,2,curved,True,Good Part
3,5,curved,True,Good Part
3,8,curved,True,Good Part
3,11,curved,True,Good Part
3,3,curved,True,Good Part
3,6,curved,True,Good Part
3,9,curved,True,Good Part
3,12,curved,True,Good Part
