tray,part,type,is good?,description
2,1,straight,True,Good Part
2,4,straight,True,Good Part
2,7,straight,True,Good Part
2,10,straight,True,Good Part
2,2,straight,True,Good Part
2,5,straight,True,Good Part
2,8,straight,True,Good Part
2,11,straight,True,Good Part
2,3,straight,True,Good Part
2,6,straight,True,Good Part
2,9,straight,True,Good Part
2,12,straight,True,Good Part
