tray,part,type,is good?,description
4,1,straight,True,Good Part
4,4,straight,True,Good Part
4,7,straight,True,Good Part
4,10,straight,True,Good Part
4,2,straight,True,Good Part
4,5,straight,True,Good Part
4,8,straight,True,Good Part
4,11,straight,True,Good Part
4,3,straight,True,Good Part
4,6,straight,True,Good Part
4,9,straight,True,Good Part
4,12,straight,True,Good Part
